session_test_id,device,age,gender,matr,trial_id,rating_item,rating_score,reversed,rating_time,rating_comment
masterthesis_quality,headphones,27,male,,quality_f6_i,Roughness,-1,0,13267,
masterthesis_quality,headphones,27,male,,quality_f6_i,Brightness,-1,0,13267,
masterthesis_quality,headphones,27,male,,quality_f6_i,Naturalness,-1,0,13267,
masterthesis_quality,headphones,27,male,,quality_f4_i,Breathiness,2,1,5879,
masterthesis_quality,headphones,27,male,,quality_f4_i,Roughness,1,1,5879,
masterthesis_quality,headphones,27,male,,quality_f4_i,Brightness,1,1,5879,
masterthesis_quality,headphones,27,male,,quality_f4_i,Naturalness,1,1,5879,
masterthesis_quality,headphones,27,male,,quality_f8_i,Breathiness,1,1,9196,
masterthesis_quality,headphones,27,male,,quality_f8_i,Roughness,2,1,9196,
masterthesis_quality,headphones,27,male,,quality_f8_i,Brightness,2,1,9196,
masterthesis_quality,headphones,27,male,,quality_f8_i,Naturalness,1,1,9196,
masterthesis_quality,headphones,27,male,,quality_f5_i,Breathiness,0,1,21879,
masterthesis_quality,headphones,27,male,,quality_f5_i,Roughness,0,1,21879,
masterthesis_quality,headphones,27,male,,quality_f5_i,Brightness,1,1,21879,
masterthesis_quality,headphones,27,male,,quality_f5_i,Naturalness,0,1,21879,
masterthesis_quality,headphones,27,male,,quality_m1_a,Breathiness,1,1,13790,
masterthesis_quality,headphones,27,male,,quality_m1_a,Roughness,3,1,13790,
masterthesis_quality,headphones,27,male,,quality_m1_a,Brightness,3,1,13790,
masterthesis_quality,headphones,27,male,,quality_m1_a,Naturalness,3,1,13790,
masterthesis_quality,headphones,27,male,,quality_f6_o,Breathiness,-3,0,15923,
masterthesis_quality,headphones,27,male,,quality_f6_o,Roughness,0,0,15923,
masterthesis_quality,headphones,27,male,,quality_f6_o,Brightness,-1,0,15923,
masterthesis_quality,headphones,27,male,,quality_f6_o,Naturalness,-1,0,15923,
masterthesis_quality,headphones,27,male,,quality_f1_o,Breathiness,3,1,12634,
masterthesis_quality,headphones,27,male,,quality_f1_o,Roughness,1,1,12634,
masterthesis_quality,headphones,27,male,,quality_f1_o,Brightness,3,1,12634,
masterthesis_quality,headphones,27,male,,quality_f1_o,Naturalness,3,1,12634,
masterthesis_quality,headphones,27,male,,quality_f4_a,Breathiness,-3,0,15756,
masterthesis_quality,headphones,27,male,,quality_f4_a,Roughness,-2,0,15756,
masterthesis_quality,headphones,27,male,,quality_f4_a,Brightness,-2,0,15756,
masterthesis_quality,headphones,27,male,,quality_f4_a,Naturalness,-2,0,15756,
masterthesis_quality,headphones,27,male,,quality_m4_o,Breathiness,-1,0,11351,
masterthesis_quality,headphones,27,male,,quality_m4_o,Roughness,-4,0,11351,
masterthesis_quality,headphones,27,male,,quality_m4_o,Brightness,-2,0,11351,
masterthesis_quality,headphones,27,male,,quality_m4_o,Naturalness,-3,0,11351,
masterthesis_quality,headphones,27,male,,quality_f8_a,Breathiness,2,1,34294,
masterthesis_quality,headphones,27,male,,quality_f8_a,Roughness,2,1,34294,
masterthesis_quality,headphones,27,male,,quality_f8_a,Brightness,1,1,34294,
masterthesis_quality,headphones,27,male,,quality_f8_a,Naturalness,2,1,34294,
masterthesis_quality,headphones,27,male,,quality_f6_a,Breathiness,3,1,15979,
masterthesis_quality,headphones,27,male,,quality_f6_a,Roughness,0,1,15979,
masterthesis_quality,headphones,27,male,,quality_f6_a,Brightness,1,1,15979,
masterthesis_quality,headphones,27,male,,quality_f6_a,Naturalness,1,1,15979,
masterthesis_quality,headphones,27,male,,quality_m2_i,Breathiness,-1,0,19248,
masterthesis_quality,headphones,27,male,,quality_m2_i,Roughness,-3,0,19248,
masterthesis_quality,headphones,27,male,,quality_m2_i,Brightness,-1,0,19248,
masterthesis_quality,headphones,27,male,,quality_m2_i,Naturalness,-2,0,19248,
masterthesis_quality,headphones,27,male,,quality_f1_a,Breathiness,3,1,19991,
masterthesis_quality,headphones,27,male,,quality_f1_a,Roughness,1,1,19991,
masterthesis_quality,headphones,27,male,,quality_f1_a,Brightness,2,1,19991,
masterthesis_quality,headphones,27,male,,quality_f1_a,Naturalness,2,1,19991,
masterthesis_quality,headphones,27,male,,quality_m5_o,Breathiness,-1,0,15600,
masterthesis_quality,headphones,27,male,,quality_m5_o,Roughness,-3,0,15600,
masterthesis_quality,headphones,27,male,,quality_m5_o,Brightness,-2,0,15600,
masterthesis_quality,headphones,27,male,,quality_m5_o,Naturalness,-2,0,15600,
masterthesis_quality,headphones,27,male,,quality_m8_i,Breathiness,-1,0,16897,
masterthesis_quality,headphones,27,male,,quality_m8_i,Roughness,-3,0,16897,
masterthesis_quality,headphones,27,male,,quality_m8_i,Brightness,-1,0,16897,
masterthesis_quality,headphones,27,male,,quality_m8_i,Naturalness,-1,0,16897,
masterthesis_quality,headphones,27,male,,quality_f5_a,Breathiness,2,1,14042,
masterthesis_quality,headphones,27,male,,quality_f5_a,Roughness,1,1,14042,
masterthesis_quality,headphones,27,male,,quality_f5_a,Brightness,3,1,14042,
masterthesis_quality,headphones,27,male,,quality_f5_a,Naturalness,1,1,14042,
masterthesis_quality,headphones,27,male,,quality_m4_a,Breathiness,-1,0,15739,
masterthesis_quality,headphones,27,male,,quality_m4_a,Roughness,-3,0,15739,
masterthesis_quality,headphones,27,male,,quality_m4_a,Brightness,-1,0,15739,
masterthesis_quality,headphones,27,male,,quality_m4_a,Naturalness,-1,0,15739,
masterthesis_quality,headphones,27,male,,quality_m4_i,Breathiness,3,1,11037,
masterthesis_quality,headphones,27,male,,quality_m4_i,Roughness,3,1,11037,
masterthesis_quality,headphones,27,male,,quality_m4_i,Brightness,2,1,11037,
masterthesis_quality,headphones,27,male,,quality_m4_i,Naturalness,3,1,11037,
masterthesis_quality,headphones,27,male,,quality_f4_o,Breathiness,-2,0,16047,
masterthesis_quality,headphones,27,male,,quality_f4_o,Roughness,-1,0,16047,
masterthesis_quality,headphones,27,male,,quality_f4_o,Brightness,-2,0,16047,
masterthesis_quality,headphones,27,male,,quality_f4_o,Naturalness,-2,0,16047,
masterthesis_quality,headphones,27,male,,quality_m2_o,Breathiness,-1,0,13173,
masterthesis_quality,headphones,27,male,,quality_m2_o,Roughness,-4,0,13173,
masterthesis_quality,headphones,27,male,,quality_m2_o,Brightness,-2,0,13173,
masterthesis_quality,headphones,27,male,,quality_m2_o,Naturalness,-3,0,13173,
masterthesis_quality,headphones,30,male,,quality_f8_i,Breathiness,3,1,45865,
masterthesis_quality,headphones,30,male,,quality_f8_i,Roughness,-3,1,45865,
masterthesis_quality,headphones,30,male,,quality_f8_i,Brightness,2,1,45865,
masterthesis_quality,headphones,30,male,,quality_f8_i,Naturalness,3,1,45865,
masterthesis_quality,headphones,30,male,,quality_m8_a,Breathiness,2,1,43135,
masterthesis_quality,headphones,30,male,,quality_m8_a,Roughness,-3,1,43135,
masterthesis_quality,headphones,30,male,,quality_m8_a,Brightness,3,1,43135,
masterthesis_quality,headphones,30,male,,quality_m8_a,Naturalness,3,1,43135,
masterthesis_quality,headphones,30,male,,quality_m4_o,Breathiness,1,1,41841,
masterthesis_quality,headphones,30,male,,quality_m4_o,Roughness,-3,1,41841,
masterthesis_quality,headphones,30,male,,quality_m4_o,Brightness,2,1,41841,
masterthesis_quality,headphones,30,male,,quality_m4_o,Naturalness,3,1,41841,
masterthesis_quality,headphones,30,male,,quality_m2_o,Breathiness,2,1,271780,
masterthesis_quality,headphones,30,male,,quality_m2_o,Roughness,-2,1,271780,
masterthesis_quality,headphones,30,male,,quality_m2_o,Brightness,3,1,271780,
masterthesis_quality,headphones,30,male,,quality_m2_o,Naturalness,4,1,271780,
masterthesis_quality,headphones,30,male,,quality_m4_i,Breathiness,-2,0,23744,
masterthesis_quality,headphones,30,male,,quality_m4_i,Roughness,2,0,23744,
masterthesis_quality,headphones,30,male,,quality_m4_i,Brightness,-2,0,23744,
masterthesis_quality,headphones,30,male,,quality_m4_i,Naturalness,-3,0,23744,
masterthesis_quality,headphones,30,male,,quality_f6_a,Breathiness,2,1,38005,
masterthesis_quality,headphones,30,male,,quality_f6_a,Roughness,-1,1,38005,
masterthesis_quality,headphones,30,male,,quality_f6_a,Brightness,3,1,38005,
masterthesis_quality,headphones,30,male,,quality_f6_a,Naturalness,2,1,38005,
masterthesis_quality,headphones,30,male,,quality_m2_a,Breathiness,-2,0,30398,
masterthesis_quality,headphones,30,male,,quality_m2_a,Roughness,3,0,30398,
masterthesis_quality,headphones,30,male,,quality_m2_a,Brightness,-2,0,30398,
masterthesis_quality,headphones,30,male,,quality_m2_a,Naturalness,-2,0,30398,
masterthesis_quality,headphones,30,male,,quality_f6_o,Breathiness,2,1,49750,
masterthesis_quality,headphones,30,male,,quality_f6_o,Roughness,-1,1,49750,
masterthesis_quality,headphones,30,male,,quality_f6_o,Brightness,3,1,49750,
masterthesis_quality,headphones,30,male,,quality_f6_o,Naturalness,1,1,49750,
masterthesis_quality,headphones,30,male,,quality_m5_i,Breathiness,-1,0,34677,
masterthesis_quality,headphones,30,male,,quality_m5_i,Roughness,1,0,34677,
masterthesis_quality,headphones,30,male,,quality_m5_i,Brightness,-2,0,34677,
masterthesis_quality,headphones,30,male,,quality_m5_i,Naturalness,-3,0,34677,
masterthesis_quality,headphones,30,male,,quality_m8_o,Breathiness,1,1,29610,
masterthesis_quality,headphones,30,male,,quality_m8_o,Roughness,-1,1,29610,
masterthesis_quality,headphones,30,male,,quality_m8_o,Brightness,3,1,29610,
masterthesis_quality,headphones,30,male,,quality_m8_o,Naturalness,1,1,29610,
masterthesis_quality,headphones,30,male,,quality_f1_a,Breathiness,-2,0,555326,
masterthesis_quality,headphones,30,male,,quality_f1_a,Roughness,1,0,555326,
masterthesis_quality,headphones,30,male,,quality_f1_a,Brightness,-3,0,555326,
masterthesis_quality,headphones,30,male,,quality_f1_a,Naturalness,-2,0,555326,
masterthesis_quality,headphones,30,male,,quality_m5_o,Breathiness,-1,0,19671,
masterthesis_quality,headphones,30,male,,quality_m5_o,Roughness,1,0,19671,
masterthesis_quality,headphones,30,male,,quality_m5_o,Brightness,-3,0,19671,
masterthesis_quality,headphones,30,male,,quality_m5_o,Naturalness,-2,0,19671,
masterthesis_quality,headphones,30,male,,quality_m2_i,Breathiness,2,1,22994,
masterthesis_quality,headphones,30,male,,quality_m2_i,Roughness,-1,1,22994,
masterthesis_quality,headphones,30,male,,quality_m2_i,Brightness,2,1,22994,
masterthesis_quality,headphones,30,male,,quality_m2_i,Naturalness,3,1,22994,
masterthesis_quality,headphones,30,male,,quality_f6_i,Breathiness,-2,0,17819,
masterthesis_quality,headphones,30,male,,quality_f6_i,Roughness,1,0,17819,
masterthesis_quality,headphones,30,male,,quality_f6_i,Brightness,-3,0,17819,
masterthesis_quality,headphones,30,male,,quality_f6_i,Naturalness,-2,0,17819,
masterthesis_quality,headphones,30,male,,quality_f8_o,Breathiness,-1,0,30663,
masterthesis_quality,headphones,30,male,,quality_f8_o,Roughness,1,0,30663,
masterthesis_quality,headphones,30,male,,quality_f8_o,Brightness,-3,0,30663,
masterthesis_quality,headphones,30,male,,quality_f8_o,Naturalness,-2,0,30663,
masterthesis_quality,headphones,30,male,,quality_f4_o,Breathiness,-1,0,16526,
masterthesis_quality,headphones,30,male,,quality_f4_o,Roughness,1,0,16526,
masterthesis_quality,headphones,30,male,,quality_f4_o,Brightness,-3,0,16526,
masterthesis_quality,headphones,30,male,,quality_f4_o,Naturalness,-2,0,16526,
masterthesis_quality,headphones,30,male,,quality_f4_a,Breathiness,2,1,43594,
masterthesis_quality,headphones,30,male,,quality_f4_a,Roughness,-1,1,43594,
masterthesis_quality,headphones,30,male,,quality_f4_a,Brightness,3,1,43594,
masterthesis_quality,headphones,30,male,,quality_f4_a,Naturalness,2,1,43594,
masterthesis_quality,headphones,30,male,,quality_m8_i,Breathiness,-1,0,25224,
masterthesis_quality,headphones,30,male,,quality_m8_i,Roughness,1,0,25224,
masterthesis_quality,headphones,30,male,,quality_m8_i,Brightness,-3,0,25224,
masterthesis_quality,headphones,30,male,,quality_m8_i,Naturalness,-3,0,25224,
masterthesis_quality,headphones,30,male,,quality_f5_i,Breathiness,1,1,35933,
masterthesis_quality,headphones,30,male,,quality_f5_i,Roughness,-1,1,35933,
masterthesis_quality,headphones,30,male,,quality_f5_i,Brightness,2,1,35933,
masterthesis_quality,headphones,30,male,,quality_f5_i,Naturalness,2,1,35933,
masterthesis_quality,headphones,30,male,,quality_m1_i,Breathiness,2,1,235392,
masterthesis_quality,headphones,30,male,,quality_m1_i,Roughness,-1,1,235392,
masterthesis_quality,headphones,30,male,,quality_m1_i,Brightness,3,1,235392,
masterthesis_quality,headphones,30,male,,quality_m1_i,Naturalness,1,1,235392,
masterthesis_quality,headphones,30,male,,quality_f4_i,Breathiness,-1,0,18348,
masterthesis_quality,headphones,30,male,,quality_f4_i,Roughness,1,0,18348,
masterthesis_quality,headphones,30,male,,quality_f4_i,Brightness,-3,0,18348,
masterthesis_quality,headphones,30,male,,quality_f4_i,Naturalness,-2,0,18348,
masterthesis_quality,headphones,30,male,,quality_f8_a,Breathiness,-2,0,22202,
masterthesis_quality,headphones,30,male,,quality_f8_a,Roughness,1,0,22202,
masterthesis_quality,headphones,30,male,,quality_f8_a,Brightness,-3,0,22202,
masterthesis_quality,headphones,30,male,,quality_f8_a,Naturalness,-3,0,22202,
masterthesis_quality,headphones,30,male,,quality_m1_o,Breathiness,1,1,20122,
masterthesis_quality,headphones,30,male,,quality_m1_o,Roughness,-1,1,20122,
masterthesis_quality,headphones,30,male,,quality_m1_o,Brightness,3,1,20122,
masterthesis_quality,headphones,30,male,,quality_m1_o,Naturalness,2,1,20122,
masterthesis_quality,headphones,30,male,,quality_f1_i,Breathiness,-1,0,15741,
masterthesis_quality,headphones,30,male,,quality_f1_i,Roughness,1,0,15741,
masterthesis_quality,headphones,30,male,,quality_f1_i,Brightness,-3,0,15741,
masterthesis_quality,headphones,30,male,,quality_f1_i,Naturalness,-2,0,15741,
masterthesis_quality,headphones,30,male,,quality_m4_a,Breathiness,1,1,21742,
masterthesis_quality,headphones,30,male,,quality_m4_a,Roughness,-2,1,21742,
masterthesis_quality,headphones,30,male,,quality_m4_a,Brightness,3,1,21742,
masterthesis_quality,headphones,30,male,,quality_m4_a,Naturalness,2,1,21742,
masterthesis_quality,headphones,30,male,,quality_m1_a,Breathiness,-1,0,49047,
masterthesis_quality,headphones,30,male,,quality_m1_a,Roughness,2,0,49047,
masterthesis_quality,headphones,30,male,,quality_m1_a,Brightness,-2,0,49047,
masterthesis_quality,headphones,30,male,,quality_m1_a,Naturalness,-3,0,49047,
masterthesis_quality,headphones,30,male,,quality_f5_a,Breathiness,2,1,12885,
masterthesis_quality,headphones,30,male,,quality_f5_a,Roughness,-2,1,12885,
masterthesis_quality,headphones,30,male,,quality_f5_a,Brightness,3,1,12885,
masterthesis_quality,headphones,30,male,,quality_f5_a,Naturalness,2,1,12885,
masterthesis_quality,headphones,30,male,,quality_f5_o,Breathiness,1,1,25604,
masterthesis_quality,headphones,30,male,,quality_f5_o,Roughness,0,1,25604,
masterthesis_quality,headphones,30,male,,quality_f5_o,Brightness,3,1,25604,
masterthesis_quality,headphones,30,male,,quality_f5_o,Naturalness,2,1,25604,
masterthesis_quality,headphones,30,male,,quality_m5_a,Breathiness,2,1,21840,
masterthesis_quality,headphones,30,male,,quality_m5_a,Roughness,-1,1,21840,
masterthesis_quality,headphones,30,male,,quality_m5_a,Brightness,3,1,21840,
masterthesis_quality,headphones,30,male,,quality_m5_a,Naturalness,2,1,21840,
masterthesis_quality,headphones,30,male,,quality_f1_o,Breathiness,-1,0,23006,
masterthesis_quality,headphones,30,male,,quality_f1_o,Roughness,2,0,23006,
masterthesis_quality,headphones,30,male,,quality_f1_o,Brightness,-3,0,23006,
masterthesis_quality,headphones,30,male,,quality_f1_o,Naturalness,-1,0,23006,
masterthesis_quality,headphones,32,female,,quality_m8_o,Breathiness,-2,1,183568,
masterthesis_quality,headphones,32,female,,quality_m8_o,Roughness,3,1,183568,
masterthesis_quality,headphones,32,female,,quality_m8_o,Brightness,2,1,183568,
masterthesis_quality,headphones,32,female,,quality_m8_o,Naturalness,2,1,183568,
masterthesis_quality,headphones,32,female,,quality_f4_i,Breathiness,1,1,75957,
masterthesis_quality,headphones,32,female,,quality_f4_i,Roughness,2,1,75957,
masterthesis_quality,headphones,32,female,,quality_f4_i,Brightness,-1,1,75957,
masterthesis_quality,headphones,32,female,,quality_f4_i,Naturalness,3,1,75957,
masterthesis_quality,headphones,32,female,,quality_m1_a,Breathiness,4,0,69632,
masterthesis_quality,headphones,32,female,,quality_m1_a,Roughness,1,0,69632,
masterthesis_quality,headphones,32,female,,quality_m1_a,Brightness,-3,0,69632,
masterthesis_quality,headphones,32,female,,quality_m1_a,Naturalness,-4,0,69632,
masterthesis_quality,headphones,32,female,,quality_m2_o,Breathiness,-4,1,41182,
masterthesis_quality,headphones,32,female,,quality_m2_o,Roughness,-2,1,41182,
masterthesis_quality,headphones,32,female,,quality_m2_o,Brightness,3,1,41182,
masterthesis_quality,headphones,32,female,,quality_m2_o,Naturalness,4,1,41182,
masterthesis_quality,headphones,32,female,,quality_f6_o,Breathiness,-2,0,85996,
masterthesis_quality,headphones,32,female,,quality_f6_o,Roughness,2,0,85996,
masterthesis_quality,headphones,32,female,,quality_f6_o,Brightness,-3,0,85996,
masterthesis_quality,headphones,32,female,,quality_f6_o,Naturalness,-2,0,85996,
masterthesis_quality,headphones,32,female,,quality_m8_i,Breathiness,4,0,41084,
masterthesis_quality,headphones,32,female,,quality_m8_i,Roughness,-2,0,41084,
masterthesis_quality,headphones,32,female,,quality_m8_i,Brightness,2,0,41084,
masterthesis_quality,headphones,32,female,,quality_m8_i,Naturalness,-3,0,41084,
masterthesis_quality,headphones,32,female,,quality_f5_a,Breathiness,-1,1,51318,
masterthesis_quality,headphones,32,female,,quality_f5_a,Roughness,3,1,51318,
masterthesis_quality,headphones,32,female,,quality_f5_a,Brightness,-2,1,51318,
masterthesis_quality,headphones,32,female,,quality_f5_a,Naturalness,3,1,51318,
masterthesis_quality,headphones,32,female,,quality_m1_o,Breathiness,-2,1,38889,
masterthesis_quality,headphones,32,female,,quality_m1_o,Roughness,2,1,38889,
masterthesis_quality,headphones,32,female,,quality_m1_o,Brightness,2,1,38889,
masterthesis_quality,headphones,32,female,,quality_m1_o,Naturalness,3,1,38889,
masterthesis_quality,headphones,32,female,,quality_m1_i,Breathiness,-1,1,45475,
masterthesis_quality,headphones,32,female,,quality_m1_i,Roughness,2,1,45475,
masterthesis_quality,headphones,32,female,,quality_m1_i,Brightness,2,1,45475,
masterthesis_quality,headphones,32,female,,quality_m1_i,Naturalness,1,1,45475,
masterthesis_quality,headphones,32,female,,quality_m5_a,Breathiness,-2,1,39352,
masterthesis_quality,headphones,32,female,,quality_m5_a,Roughness,2,1,39352,
masterthesis_quality,headphones,32,female,,quality_m5_a,Brightness,2,1,39352,
masterthesis_quality,headphones,32,female,,quality_m5_a,Naturalness,2,1,39352,
masterthesis_quality,headphones,32,female,,quality_m4_i,Breathiness,-1,1,46338,
masterthesis_quality,headphones,32,female,,quality_m4_i,Roughness,2,1,46338,
masterthesis_quality,headphones,32,female,,quality_m4_i,Brightness,3,1,46338,
masterthesis_quality,headphones,32,female,,quality_m4_i,Naturalness,2,1,46338,
masterthesis_quality,headphones,32,female,,quality_f4_a,Breathiness,1,0,46280,
masterthesis_quality,headphones,32,female,,quality_f4_a,Roughness,-2,0,46280,
masterthesis_quality,headphones,32,female,,quality_f4_a,Brightness,-3,0,46280,
masterthesis_quality,headphones,32,female,,quality_f4_a,Naturalness,-3,0,46280,
masterthesis_quality,headphones,32,female,,quality_m5_o,Breathiness,3,0,36594,
masterthesis_quality,headphones,32,female,,quality_m5_o,Roughness,-2,0,36594,
masterthesis_quality,headphones,32,female,,quality_m5_o,Brightness,-2,0,36594,
masterthesis_quality,headphones,32,female,,quality_m5_o,Naturalness,-2,0,36594,
masterthesis_quality,headphones,32,female,,quality_f1_a,Breathiness,3,0,30642,
masterthesis_quality,headphones,32,female,,quality_f1_a,Roughness,-1,0,30642,
masterthesis_quality,headphones,32,female,,quality_f1_a,Brightness,-3,0,30642,
masterthesis_quality,headphones,32,female,,quality_f1_a,Naturalness,-3,0,30642,
masterthesis_quality,headphones,32,female,,quality_f6_a,Breathiness,-1,1,27861,
masterthesis_quality,headphones,32,female,,quality_f6_a,Roughness,2,1,27861,
masterthesis_quality,headphones,32,female,,quality_f6_a,Brightness,1,1,27861,
masterthesis_quality,headphones,32,female,,quality_f6_a,Naturalness,3,1,27861,
masterthesis_quality,headphones,32,female,,quality_f1_i,Breathiness,-1,0,46304,
masterthesis_quality,headphones,32,female,,quality_f1_i,Roughness,-2,0,46304,
masterthesis_quality,headphones,32,female,,quality_f1_i,Brightness,0,0,46304,
masterthesis_quality,headphones,32,female,,quality_f1_i,Naturalness,-3,0,46304,
masterthesis_quality,headphones,32,female,,quality_f5_i,Breathiness,-1,1,44513,
masterthesis_quality,headphones,32,female,,quality_f5_i,Roughness,2,1,44513,
masterthesis_quality,headphones,32,female,,quality_f5_i,Brightness,0,1,44513,
masterthesis_quality,headphones,32,female,,quality_f5_i,Naturalness,2,1,44513,
masterthesis_quality,headphones,32,female,,quality_f8_i,Breathiness,-2,1,26792,
masterthesis_quality,headphones,32,female,,quality_f8_i,Roughness,2,1,26792,
masterthesis_quality,headphones,32,female,,quality_f8_i,Brightness,1,1,26792,
masterthesis_quality,headphones,32,female,,quality_f8_i,Naturalness,1,1,26792,
masterthesis_quality,headphones,32,female,,quality_f1_o,Breathiness,1,0,35714,
masterthesis_quality,headphones,32,female,,quality_f1_o,Roughness,-2,0,35714,
masterthesis_quality,headphones,32,female,,quality_f1_o,Brightness,-3,0,35714,
masterthesis_quality,headphones,32,female,,quality_f1_o,Naturalness,-1,0,35714,
masterthesis_quality,headphones,32,female,,quality_m4_a,Breathiness,2,0,30175,
masterthesis_quality,headphones,32,female,,quality_m4_a,Roughness,-2,0,30175,
masterthesis_quality,headphones,32,female,,quality_m4_a,Brightness,-1,0,30175,
masterthesis_quality,headphones,32,female,,quality_m4_a,Naturalness,-3,0,30175,
masterthesis_quality,headphones,32,female,,quality_f6_i,Breathiness,1,0,31827,
masterthesis_quality,headphones,32,female,,quality_f6_i,Roughness,-2,0,31827,
masterthesis_quality,headphones,32,female,,quality_f6_i,Brightness,0,0,31827,
masterthesis_quality,headphones,32,female,,quality_f6_i,Naturalness,-1,0,31827,
masterthesis_quality,headphones,32,female,,quality_f4_o,Breathiness,0,0,45006,
masterthesis_quality,headphones,32,female,,quality_f4_o,Roughness,-2,0,45006,
masterthesis_quality,headphones,32,female,,quality_f4_o,Brightness,-3,0,45006,
masterthesis_quality,headphones,32,female,,quality_f4_o,Naturalness,-2,0,45006,
masterthesis_quality,headphones,32,female,,quality_m8_a,Breathiness,0,1,24037,
masterthesis_quality,headphones,32,female,,quality_m8_a,Roughness,2,1,24037,
masterthesis_quality,headphones,32,female,,quality_m8_a,Brightness,2,1,24037,
masterthesis_quality,headphones,32,female,,quality_m8_a,Naturalness,1,1,24037,
masterthesis_quality,headphones,32,female,,quality_f8_o,Breathiness,1,0,22177,
masterthesis_quality,headphones,32,female,,quality_f8_o,Roughness,-3,0,22177,
masterthesis_quality,headphones,32,female,,quality_f8_o,Brightness,2,0,22177,
masterthesis_quality,headphones,32,female,,quality_f8_o,Naturalness,-2,0,22177,
masterthesis_quality,headphones,32,female,,quality_m2_a,Breathiness,-2,1,23375,
masterthesis_quality,headphones,32,female,,quality_m2_a,Roughness,1,1,23375,
masterthesis_quality,headphones,32,female,,quality_m2_a,Brightness,1,1,23375,
masterthesis_quality,headphones,32,female,,quality_m2_a,Naturalness,1,1,23375,
masterthesis_quality,headphones,32,female,,quality_m5_i,Breathiness,-1,1,33048,
masterthesis_quality,headphones,32,female,,quality_m5_i,Roughness,3,1,33048,
masterthesis_quality,headphones,32,female,,quality_m5_i,Brightness,1,1,33048,
masterthesis_quality,headphones,32,female,,quality_m5_i,Naturalness,1,1,33048,
masterthesis_quality,headphones,32,female,,quality_f8_a,Breathiness,1,1,43750,
masterthesis_quality,headphones,32,female,,quality_f8_a,Roughness,2,1,43750,
masterthesis_quality,headphones,32,female,,quality_f8_a,Brightness,1,1,43750,
