ID,Gender,Vowel,Quality,Rating
8,female,o,Breathiness,2
8,male,i,Breathiness,-1
8,female,a,Breathiness,-2
8,male,i,Breathiness,-1
8,female,o,Breathiness,1
8,male,o,Breathiness,2
8,female,i,Breathiness,-1
8,male,o,Breathiness,0
8,female,a,Breathiness,-1
8,male,i,Breathiness,-1
8,female,i,Breathiness,-2
8,female,a,Breathiness,1
8,male,i,Breathiness,1
8,male,a,Breathiness,0
8,male,a,Breathiness,0
8,female,i,Breathiness,0
8,female,i,Breathiness,1
8,female,i,Breathiness,1
8,female,o,Breathiness,1
8,female,o,Breathiness,-2
8,male,i,Breathiness,0
8,male,o,Breathiness,1
8,female,a,Breathiness,-1
8,male,a,Breathiness,1
8,male,a,Breathiness,0
8,male,a,Breathiness,1
8,female,a,Breathiness,-2
9,male,i,Breathiness,-1
9,female,i,Breathiness,-2
9,male,i,Breathiness,-2
9,female,i,Breathiness,-2
9,male,a,Breathiness,-1
9,male,a,Breathiness,0
9,female,i,Breathiness,1
9,male,a,Breathiness,-2
9,female,a,Breathiness,-1
9,female,o,Breathiness,-1
9,female,a,Breathiness,-1
9,female,o,Breathiness,-1
9,female,a,Breathiness,-1
9,male,i,Breathiness,-2
9,male,a,Breathiness,-1
9,female,i,Breathiness,-2
9,male,o,Breathiness,-2
9,female,o,Breathiness,-1
9,female,o,Breathiness,-1
9,male,a,Breathiness,1
9,male,o,Breathiness,-1
9,female,i,Breathiness,-1
9,female,a,Breathiness,-2
9,female,a,Breathiness,-2
9,female,o,Breathiness,0
9,male,o,Breathiness,-1
9,male,i,Breathiness,-2
9,male,o,Breathiness,-2
9,male,i,Breathiness,-1
9,male,o,Breathiness,-2
10,male,a,Breathiness,-1
10,female,i,Breathiness,-1
10,female,o,Breathiness,-2
10,male,a,Breathiness,-2
10,male,a,Breathiness,-2
10,male,a,Breathiness,4
10,male,i,Breathiness,-1
10,female,a,Breathiness,-2
10,male,i,Breathiness,-1
10,male,o,Breathiness,-3
10,female,a,Breathiness,-3
10,female,o,Breathiness,-3
10,female,a,Breathiness,-3
10,male,a,Breathiness,-2
10,female,o,Breathiness,-1
10,female,o,Breathiness,-1
10,female,i,Breathiness,-1
10,female,a,Breathiness,-3
10,female,i,Breathiness,-3
10,female,i,Breathiness,-2
10,female,o,Breathiness,-1
10,male,i,Breathiness,-1
10,male,o,Breathiness,-2
10,male,o,Breathiness,-1
10,male,i,Breathiness,-3
10,male,i,Breathiness,-1
10,male,o,Breathiness,-3
10,male,o,Breathiness,-2
10,female,i,Breathiness,-1
10,female,a,Breathiness,-1
11,male,a,Breathiness,0
11,male,o,Breathiness,-1
11,male,i,Breathiness,-1
11,female,a,Breathiness,-2
11,female,o,Breathiness,-2
11,male,i,Breathiness,-2
11,female,o,Breathiness,-3
11,female,a,Breathiness,-2
11,male,a,Breathiness,-2
11,female,i,Breathiness,-1
11,female,i,Breathiness,-1
11,male,o,Breathiness,-1
11,female,i,Breathiness,-1
11,female,o,Breathiness,-1
11,female,a,Breathiness,-2
11,male,o,Breathiness,-2
11,male,a,Breathiness,-1
11,male,i,Breathiness,-2
11,male,a,Breathiness,-2
11,male,i,Breathiness,-1
11,male,i,Breathiness,-2
11,male,a,Breathiness,-4
11,female,o,Breathiness,-3
11,male,o,Breathiness,0
11,female,i,Breathiness,-1
11,female,a,Breathiness,-2
11,female,a,Breathiness,-2
11,female,i,Breathiness,-3
11,male,o,Breathiness,-3
11,female,o,Breathiness,-4
12,female,a,Breathiness,-4
12,female,o,Breathiness,-2
12,male,o,Breathiness,-4
12,female,i,Breathiness,0
12,female,a,Breathiness,-4
12,male,o,Breathiness,-4
12,female,a,Breathiness,-3
12,male,o,Breathiness,-4
12,female,a,Breathiness,-4
12,male,i,Breathiness,-3
12,male,a,Breathiness,-3
12,female,o,Breathiness,-3
12,female,o,Breathiness,-4
12,male,a,Breathiness,-3
12,male,a,Breathiness,-3
12,male,o,Breathiness,-2
12,female,o,Breathiness,-4
12,male,i,Breathiness,-2
12,female,i,Breathiness,-4
12,female,i,Breathiness,-3
12,male,a,Breathiness,-4
12,female,a,Breathiness,-3
12,male,o,Breathiness,-4
12,female,i,Breathiness,-4
12,female,i,Breathiness,-2
12,female,o,Breathiness,-2
12,male,i,Breathiness,-2
12,male,i,Breathiness,-3
12,male,a,Breathiness,-2
12,male,i,Breathiness,-3
13,male,i,Breathiness,-1
13,male,a,Breathiness,-2
13,female,i,Breathiness,-1
13,female,a,Breathiness,-4
13,male,i,Breathiness,-3
13,male,o,Breathiness,-1
13,female,a,Breathiness,-3
13,male,a,Breathiness,2
13,male,a,Breathiness,-2
13,female,o,Breathiness,-2
13,female,i,Breathiness,-2
13,male,i,Breathiness,-2
13,male,o,Breathiness,-2
13,female,o,Breathiness,-3
13,male,a,Breathiness,-2
13,female,i,Breathiness,-1
13,female,a,Breathiness,-3
13,female,a,Breathiness,-2
13,male,i,Breathiness,-3
13,female,o,Breathiness,-3
13,female,i,Breathiness,-2
13,female,i,Breathiness,-2
13,male,o,Breathiness,-4
13,male,i,Breathiness,-2
13,male,o,Breathiness,-3
13,male,a,Breathiness,-2
13,male,o,Breathiness,-3
13,female,a,Breathiness,-4
13,female,o,Breathiness,-2
13,female,o,Breathiness,-3
14,male,i,Breathiness,-3
14,male,i,Breathiness,-2
14,male,o,Breathiness,-3
14,male,i,Breathiness,-2
14,female,o,Breathiness,-1
14,male,a,Breathiness,-1
14,female,a,Breathiness,-1
14,female,o,Breathiness,-2
14,female,a,Breathiness,-2
14,female,i,Breathiness,-1
14,female,o,Breathiness,-1
14,female,o,Breathiness,-2
14,male,o,Breathiness,-1
14,male,a,Breathiness,-2
14,female,i,Breathiness,-2
14,male,a,Breathiness,-1
14,female,o,Breathiness,-3
14,male,i,Breathiness,-1
14,female,a,Breathiness,-1
14,female,a,Breathiness,-3
14,male,a,Breathiness,-1
14,female,a,Breathiness,-1
14,female,i,Breathiness,-1
14,female,i,Breathiness,-1
14,male,i,Breathiness,-1
14,male,a,Breathiness,-1
14,female,i,Breathiness,-1
14,male,o,Breathiness,-1
14,male,o,Breathiness,-1
14,male,o,Breathiness,-2
15,male,a,Breathiness,-2
15,male,a,Breathiness,-1
15,female,i,Breathiness,-3
15,male,i,Breathiness,0
15,male,a,Breathiness,-2
15,male,i,Breathiness,-1
15,male,o,Breathiness,-2
15,female,o,Breathiness,-3
15,male,a,Breathiness,-2
15,female,i,Breathiness,-1
15,male,o,Breathiness,-2
15,male,o,Breathiness,-1
15,female,i,Breathiness,0
15,female,a,Breathiness,-1
15,female,a,Breathiness,-2
15,female,i,Breathiness,0
15,male,i,Breathiness,0
15,female,o,Breathiness,-3
15,female,i,Breathiness,-2
15,female,o,Breathiness,-1
15,male,i,Breathiness,-3
15,female,o,Breathiness,-1
15,female,a,Breathiness,0
15,male,o,Breathiness,-2
15,female,o,Breathiness,-1
15,female,a,Breathiness,-3
15,male,a,Breathiness,-2
15,male,i,Breathiness,-3
15,female,a,Breathiness,-4
15,male,o,Breathiness,-1
16,male,o,Breathiness,-1
16,male,i,Breathiness,-2
16,female,o,Breathiness,1
16,male,o,Breathiness,0
16,female,o,Breathiness,0
16,female,i,Breathiness,-4
16,male,o,Breathiness,1
16,female,i,Breathiness,0
16,male,a,Breathiness,0
16,male,a,Breathiness,-2
16,female,i,Breathiness,-2
16,male,i,Breathiness,-1
16,male,o,Breathiness,-1
16,female,o,Breathiness,-4
16,male,o,Breathiness,-3
16,female,i,Breathiness,0
16,male,i,Breathiness,-4
16,female,a,Breathiness,-2
16,male,a,Breathiness,-1
16,female,a,Breathiness,-2
16,male,a,Breathiness,0
16,female,a,Breathiness,-4
16,male,i,Breathiness,-3
16,female,a,Breathiness,-1
16,female,i,Breathiness,0
16,male,i,Breathiness,0
16,male,a,Breathiness,-4
16,female,o,Breathiness,-1
16,female,o,Breathiness,-1
16,female,a,Breathiness,-4
17,female,i,Breathiness,-1
17,female,i,Breathiness,0
17,male,o,Breathiness,-2
17,male,a,Breathiness,-2
17,female,i,Breathiness,-1
17,female,a,Breathiness,-3
17,female,o,Breathiness,-1
17,male,a,Breathiness,-2
17,female,a,Breathiness,-1
17,male,o,Breathiness,-2
17,female,o,Breathiness,-2
17,male,i,Breathiness,-2
17,male,i,Breathiness,-2
17,female,a,Breathiness,-3
17,male,a,Breathiness,-1
17,female,o,Breathiness,-1
17,female,a,Breathiness,-2
17,male,a,Breathiness,-1
17,male,a,Breathiness,2
17,male,i,Breathiness,-1
17,male,i,Breathiness,-1
17,male,o,Breathiness,2
17,male,i,Breathiness,1
17,male,o,Breathiness,-1
17,female,i,Breathiness,-2
17,female,o,Breathiness,1
17,female,o,Breathiness,-2
17,female,i,Breathiness,-2
17,male,o,Breathiness,0
17,female,a,Breathiness,-1
18,female,o,Breathiness,-3
18,male,a,Breathiness,-1
18,female,a,Breathiness,0
18,female,i,Breathiness,-1
18,female,o,Breathiness,-1
18,male,i,Breathiness,0
18,male,a,Breathiness,0
18,male,o,Breathiness,-1
18,female,a,Breathiness,-2
18,male,o,Breathiness,-3
18,female,a,Breathiness,-1
18,female,o,Breathiness,1
18,female,a,Breathiness,-1
18,male,i,Breathiness,-1
18,female,o,Breathiness,-1
18,female,a,Breathiness,-1
18,male,i,Breathiness,-3
18,male,a,Breathiness,-3
18,male,o,Breathiness,-2
18,female,i,Breathiness,2
18,male,a,Breathiness,-2
18,female,i,Breathiness,1
18,female,i,Breathiness,-1
18,male,a,Breathiness,-2
18,male,i,Breathiness,0
18,male,i,Breathiness,-2
18,female,i,Breathiness,-1
18,male,o,Breathiness,1
18,female,o,Breathiness,-1
18,male,o,Breathiness,-4
