ID,Gender,Vowel,Quality,Rating
8,female,i,Roughness,1
8,female,i,Roughness,1
8,female,i,Roughness,0
8,female,o,Roughness,1
8,female,o,Roughness,0
8,male,i,Roughness,0
8,male,o,Roughness,2
8,female,a,Roughness,1
8,male,a,Roughness,-1
8,male,a,Roughness,2
8,male,a,Roughness,1
8,female,a,Roughness,0
9,male,i,Roughness,2
9,female,i,Roughness,0
9,male,i,Roughness,0
9,female,i,Roughness,0
9,male,a,Roughness,-1
9,male,a,Roughness,2
9,female,i,Roughness,1
9,male,a,Roughness,-1
9,female,a,Roughness,-1
9,female,o,Roughness,-1
9,female,a,Roughness,0
9,female,o,Roughness,0
9,female,a,Roughness,-1
9,male,i,Roughness,0
9,male,a,Roughness,2
9,female,i,Roughness,0
9,male,o,Roughness,-3
9,female,o,Roughness,-2
9,female,o,Roughness,-1
9,male,a,Roughness,0
9,male,o,Roughness,0
9,female,i,Roughness,0
9,female,a,Roughness,-1
9,female,a,Roughness,0
9,female,o,Roughness,0
9,male,o,Roughness,2
9,male,i,Roughness,-3
9,male,o,Roughness,0
9,male,i,Roughness,-2
9,male,o,Roughness,-2
10,male,a,Roughness,-3
10,female,i,Roughness,3
10,female,o,Roughness,-2
10,male,a,Roughness,3
10,male,a,Roughness,2
10,male,a,Roughness,-2
10,male,i,Roughness,-2
10,female,a,Roughness,2
10,male,i,Roughness,-1
10,male,o,Roughness,-1
10,female,a,Roughness,-1
10,female,o,Roughness,-1
10,female,a,Roughness,-1
10,male,a,Roughness,1
10,female,o,Roughness,-1
10,female,o,Roughness,-1
10,female,i,Roughness,0
10,female,a,Roughness,1
10,female,i,Roughness,0
10,female,i,Roughness,0
10,female,o,Roughness,0
10,male,i,Roughness,2
10,male,o,Roughness,2
10,male,o,Roughness,-1
10,male,i,Roughness,-1
10,male,i,Roughness,0
10,male,o,Roughness,-3
10,male,o,Roughness,-1
10,female,i,Roughness,0
10,female,a,Roughness,-1
11,male,a,Roughness,0
11,male,o,Roughness,-1
11,male,i,Roughness,-1
11,female,a,Roughness,0
11,female,o,Roughness,0
11,male,i,Roughness,-3
11,female,o,Roughness,-1
11,female,a,Roughness,1
11,male,a,Roughness,0
11,female,i,Roughness,0
11,female,i,Roughness,-1
11,male,o,Roughness,0
11,female,i,Roughness,0
11,female,o,Roughness,-1
11,female,a,Roughness,-2
11,male,o,Roughness,-1
11,male,a,Roughness,1
11,male,i,Roughness,1
11,male,a,Roughness,-1
11,male,i,Roughness,-1
11,male,i,Roughness,1
11,male,a,Roughness,-1
11,female,o,Roughness,0
11,male,o,Roughness,0
11,female,i,Roughness,-1
11,female,a,Roughness,0
11,female,a,Roughness,0
11,female,i,Roughness,0
11,male,o,Roughness,-4
11,female,o,Roughness,0
12,female,a,Roughness,0
12,female,o,Roughness,-4
12,male,o,Roughness,0
12,female,i,Roughness,3
12,female,a,Roughness,0
12,male,o,Roughness,0
12,female,a,Roughness,1
12,male,o,Roughness,-1
12,female,a,Roughness,0
12,male,i,Roughness,0
12,male,a,Roughness,0
12,female,o,Roughness,-1
12,female,o,Roughness,0
12,male,a,Roughness,0
12,male,a,Roughness,0
12,male,o,Roughness,0
12,female,o,Roughness,-4
12,male,i,Roughness,-3
12,female,i,Roughness,-2
12,female,i,Roughness,0
12,male,a,Roughness,0
12,female,a,Roughness,0
12,male,o,Roughness,0
12,female,i,Roughness,0
12,female,i,Roughness,0
12,female,o,Roughness,0
12,male,i,Roughness,0
12,male,i,Roughness,0
12,male,a,Roughness,0
12,male,i,Roughness,0
13,male,i,Roughness,-1
13,male,a,Roughness,-1
13,female,i,Roughness,1
13,female,a,Roughness,0
13,male,i,Roughness,-3
13,male,o,Roughness,-1
13,female,a,Roughness,2
13,male,a,Roughness,2
13,male,a,Roughness,-1
13,female,o,Roughness,0
13,female,i,Roughness,1
13,male,i,Roughness,1
13,male,o,Roughness,2
13,female,o,Roughness,1
13,male,a,Roughness,-2
13,female,i,Roughness,0
13,female,a,Roughness,-2
13,female,a,Roughness,0
13,male,i,Roughness,-1
13,female,o,Roughness,1
13,female,i,Roughness,1
13,female,i,Roughness,-1
13,male,o,Roughness,1
13,male,i,Roughness,1
13,male,o,Roughness,0
13,male,a,Roughness,1
13,male,o,Roughness,-2
13,female,a,Roughness,-2
13,female,o,Roughness,-1
13,female,o,Roughness,0
14,male,i,Roughness,0
14,male,i,Roughness,0
14,male,o,Roughness,0
14,male,i,Roughness,1
14,female,o,Roughness,1
14,male,a,Roughness,1
14,female,a,Roughness,0
14,female,o,Roughness,0
14,female,a,Roughness,1
14,female,i,Roughness,1
14,female,o,Roughness,0
14,female,o,Roughness,0
14,male,o,Roughness,1
14,male,a,Roughness,0
14,female,i,Roughness,1
14,male,a,Roughness,1
14,female,o,Roughness,0
14,male,i,Roughness,0
14,female,a,Roughness,1
14,female,a,Roughness,1
14,male,a,Roughness,0
14,female,a,Roughness,1
14,female,i,Roughness,0
14,female,i,Roughness,1
14,male,i,Roughness,1
14,male,a,Roughness,0
14,female,i,Roughness,0
14,male,o,Roughness,2
14,male,o,Roughness,-2
14,male,o,Roughness,0
15,male,a,Roughness,-2
15,male,a,Roughness,-2
15,female,i,Roughness,-2
15,male,i,Roughness,-1
15,male,a,Roughness,-2
15,male,i,Roughness,-2
15,male,o,Roughness,0
15,female,o,Roughness,0
15,male,a,Roughness,-2
15,female,i,Roughness,-2
15,male,o,Roughness,-2
15,male,o,Roughness,-1
15,female,i,Roughness,0
15,female,a,Roughness,-2
15,female,a,Roughness,-1
15,female,i,Roughness,-1
15,male,i,Roughness,-1
15,female,o,Roughness,0
15,female,i,Roughness,0
15,female,o,Roughness,-1
15,male,i,Roughness,0
15,female,o,Roughness,-2
15,female,a,Roughness,-2
15,male,o,Roughness,-2
15,female,o,Roughness,-1
15,female,a,Roughness,0
15,male,a,Roughness,-1
15,male,i,Roughness,-2
15,female,a,Roughness,0
15,male,o,Roughness,0
16,male,o,Roughness,1
16,male,i,Roughness,-2
16,female,o,Roughness,-1
16,male,o,Roughness,-4
16,female,o,Roughness,0
16,female,i,Roughness,2
16,male,o,Roughness,-2
16,female,i,Roughness,1
16,male,a,Roughness,-1
16,male,a,Roughness,1
16,female,i,Roughness,0
16,male,i,Roughness,-2
16,male,o,Roughness,-1
16,female,o,Roughness,0
16,male,o,Roughness,-3
16,female,i,Roughness,0
16,male,i,Roughness,-1
16,female,a,Roughness,0
16,male,a,Roughness,-1
16,female,a,Roughness,-1
16,male,a,Roughness,-1
16,female,a,Roughness,-1
16,male,i,Roughness,-1
16,female,a,Roughness,0
16,female,i,Roughness,0
16,male,i,Roughness,0
16,male,a,Roughness,-2
16,female,o,Roughness,-1
16,female,o,Roughness,0
16,female,a,Roughness,0
17,female,i,Roughness,1
17,female,i,Roughness,1
17,male,o,Roughness,-1
17,male,a,Roughness,-2
17,female,i,Roughness,0
17,female,a,Roughness,0
17,female,o,Roughness,-2
17,male,a,Roughness,-1
17,female,a,Roughness,0
17,male,o,Roughness,-2
17,female,o,Roughness,0
17,male,i,Roughness,-1
17,male,i,Roughness,-1
17,female,a,Roughness,0
17,male,a,Roughness,0
17,female,o,Roughness,-1
17,female,a,Roughness,-1
17,male,a,Roughness,0
17,male,a,Roughness,2
17,male,i,Roughness,-4
17,male,i,Roughness,-2
17,male,o,Roughness,0
17,male,i,Roughness,0
17,male,o,Roughness,-2
17,female,i,Roughness,-2
17,female,o,Roughness,-1
17,female,o,Roughness,-2
17,female,i,Roughness,0
17,male,o,Roughness,2
17,female,a,Roughness,-2
18,female,o,Roughness,-1
18,male,a,Roughness,2
18,female,a,Roughness,1
18,female,i,Roughness,0
18,female,o,Roughness,0
18,male,i,Roughness,-2
18,male,a,Roughness,-1
18,male,o,Roughness,1
18,female,a,Roughness,1
18,male,o,Roughness,-1
18,female,a,Roughness,1
18,female,o,Roughness,0
18,female,a,Roughness,0
18,male,i,Roughness,-1
18,female,o,Roughness,-1
18,female,a,Roughness,0
18,male,i,Roughness,-2
18,male,a,Roughness,-1
18,male,o,Roughness,-2
18,female,i,Roughness,3
18,male,a,Roughness,1
18,female,i,Roughness,-1
18,female,i,Roughness,-1
18,male,a,Roughness,-1
18,male,i,Roughness,1
18,male,i,Roughness,-1
18,female,i,Roughness,0
18,male,o,Roughness,0
18,female,o,Roughness,0
18,male,o,Roughness,-1
